name,email,phone,cpf,age
Student 11752,student11752@example.com,5568976960889,40257724427,18
Student 11753,student11753@example.com,5518987536573,72851443631,26
Student 11754,student11754@example.com,5566932313174,71249460425,26
Student 11755,student11755@example.com,5586996574775,91233358740,30
Student 11756,student11756@example.com,5598952842534,23592501321,25
Student 11757,student11757@example.com,5575966592228,61956453385,29
Student 11758,student11758@example.com,5515976123301,36977051302,28
Student 11759,student11759@example.com,5521938549771,20288501322,20
Student 11760,student11760@example.com,5597973800562,43855235929,20
Student 11761,student11761@example.com,5581945739985,30520970675,23
Student 11762,student11762@example.com,5597937653548,94067017235,22
Student 11763,student11763@example.com,5567998918915,03001071532,20
Student 11764,student11764@example.com,5548911136733,13712668597,19
Student 11765,student11765@example.com,5565977506430,25933244732,26
Student 11766,student11766@example.com,5537921473691,76811842440,27
Student 11767,student11767@example.com,5533946370450,32578623694,23
Student 11768,student11768@example.com,5523930115427,73962765190,21
Student 11769,student11769@example.com,5589974810548,84466666695,27
Student 11770,student11770@example.com,5548945832044,86080364360,25
Student 11771,student11771@example.com,5564974217075,72480825540,23
Student 11772,student11772@example.com,5520960113251,15634787300,18
Student 11773,student11773@example.com,5512989820094,60840568061,20
Student 11774,student11774@example.com,5553955393118,62527375189,27
Student 11775,student11775@example.com,5527969182904,29325913127,27
Student 11776,student11776@example.com,5554959933264,17318731238,27
Student 11777,student11777@example.com,5549913418576,72276433523,19
Student 11778,student11778@example.com,5592980126434,99241112301,22
Student 11779,student11779@example.com,5512987880022,41868303128,29
Student 11780,student11780@example.com,5594922229705,14470870544,26
Student 11781,student11781@example.com,5555946825303,37300102980,26
Student 11782,student11782@example.com,5556953326621,96466989305,28
Student 11783,student11783@example.com,5544914404689,83721867904,27
Student 11784,student11784@example.com,5574961315512,97377481153,27
Student 11785,student11785@example.com,5521989023224,93530935891,24
Student 11786,student11786@example.com,5535986223283,64309094503,22
Student 11787,student11787@example.com,5575979115217,35617489291,27
Student 11788,student11788@example.com,5535933935795,22886101583,23
Student 11789,student11789@example.com,5578917101321,38727635120,28
Student 11790,student11790@example.com,5586960469122,53517536776,25
Student 11791,student11791@example.com,5519960986530,11788926110,23
Student 11792,student11792@example.com,5514991897568,97739267961,21
Student 11793,student11793@example.com,5586972940978,60711065756,20
Student 11794,student11794@example.com,5567990012077,13699806634,21
Student 11795,student11795@example.com,5582952853549,55996477904,20
Student 11796,student11796@example.com,5526980437985,67287903733,20
Student 11797,student11797@example.com,5583928697014,92115618173,23
Student 11798,student11798@example.com,5564926767166,04791489454,26
Student 11799,student11799@example.com,5591958769278,38890645237,23
Student 11800,student11800@example.com,5595939271702,89397354124,26
Student 11801,student11801@example.com,5538979224470,55914867207,19
Student 11802,student11802@example.com,5599945241083,68347295697,28
Student 11803,student11803@example.com,5557928939187,22442388308,19
Student 11804,student11804@example.com,5562961512953,76154391757,27
Student 11805,student11805@example.com,5535981800830,28357461964,26
Student 11806,student11806@example.com,5518999390181,05544877300,18
Student 11807,student11807@example.com,5581965242663,21169904327,30
Student 11808,student11808@example.com,5564943440651,13575157740,29
Student 11809,student11809@example.com,5556974670993,58481281972,22
Student 11810,student11810@example.com,5546929504514,93849786633,28
Student 11811,student11811@example.com,5515923731765,39261777210,26
Student 11812,student11812@example.com,5542924272921,35560924415,20
Student 11813,student11813@example.com,5586930240359,43872006347,19
Student 11814,student11814@example.com,5564999890942,90097201952,21
Student 11815,student11815@example.com,5538971489216,28354771520,21
Student 11816,student11816@example.com,5523977797949,56919707128,19
Student 11817,student11817@example.com,5513938186302,08337334274,22
Student 11818,student11818@example.com,5512925048851,55035476324,29
Student 11819,student11819@example.com,5590949866546,08669066068,18
Student 11820,student11820@example.com,5595942593360,75624302339,23
Student 11821,student11821@example.com,5580996622360,21163550019,29
Student 11822,student11822@example.com,5575961710700,90557159059,29
Student 11823,student11823@example.com,5514965047818,78113025197,27
Student 11824,student11824@example.com,5587957731278,89196978171,29
Student 11825,student11825@example.com,5542915218692,70554871882,28
Student 11826,student11826@example.com,5597974285778,29415670541,30
Student 11827,student11827@example.com,5537916293798,84320874080,30
Student 11828,student11828@example.com,5575967375874,07446041250,19
Student 11829,student11829@example.com,5536933153634,94793368123,24
Student 11830,student11830@example.com,5592979815666,55331609651,30
Student 11831,student11831@example.com,5552993039081,59436783361,19
Student 11832,student11832@example.com,5519987010660,85182277202,21
Student 11833,student11833@example.com,5562914000315,74038336867,24
Student 11834,student11834@example.com,5520915980285,79283432908,23
Student 11835,student11835@example.com,5543924650169,00985746122,20
Student 11836,student11836@example.com,5593964864793,59486456909,18
Student 11837,student11837@example.com,5598924657061,06402147702,26
Student 11838,student11838@example.com,5599954519646,50436457768,20
Student 11839,student11839@example.com,5576980373589,80993954170,20
Student 11840,student11840@example.com,5519954547895,12948693969,18
Student 11841,student11841@example.com,5596932409897,66126440870,19
Student 11842,student11842@example.com,5563989998716,55903880401,25
Student 11843,student11843@example.com,5523985301452,94963018780,19
Student 11844,student11844@example.com,5591975435044,93378609451,25
Student 11845,student11845@example.com,5512997507883,21253907790,28
Student 11846,student11846@example.com,5577973362771,95202148798,27
Student 11847,student11847@example.com,5564951502497,23791403168,20
Student 11848,student11848@example.com,5532940319224,46068474500,30
Student 11849,student11849@example.com,5571937093753,91173857257,18
Student 11850,student11850@example.com,5532971664943,09877982277,20
Student 11851,student11851@example.com,5582947767629,00885235002,29
Student 11852,student11852@example.com,5590994924473,75840068500,28
Student 11853,student11853@example.com,5516980025890,85779107688,23
Student 11854,student11854@example.com,5591946212934,04031064608,30
Student 11855,student11855@example.com,5564921955889,43857872985,30
Student 11856,student11856@example.com,5570914095164,32953539808,21
Student 11857,student11857@example.com,5566945925817,48949493934,29
Student 11858,student11858@example.com,5583948258606,80843505010,28
Student 11859,student11859@example.com,5574910496980,26162962415,18
Student 11860,student11860@example.com,5534943341269,72851026607,22
Student 11861,student11861@example.com,5513985338460,11458419703,20
Student 11862,student11862@example.com,5588944468025,60759439516,26
Student 11863,student11863@example.com,5544912629733,93139069294,24
Student 11864,student11864@example.com,5543967776654,34465992319,26
Student 11865,student11865@example.com,5534961964652,41256073709,21
Student 11866,student11866@example.com,5541926858950,90013528718,27
Student 11867,student11867@example.com,5585923281685,88968108501,28
Student 11868,student11868@example.com,5589924352415,88849695810,24
Student 11869,student11869@example.com,5515964531360,51053413920,18
Student 11870,student11870@example.com,5545994152613,12716875693,24
Student 11871,student11871@example.com,5522963411742,79230878227,21
Student 11872,student11872@example.com,5547913068380,39873032711,26
Student 11873,student11873@example.com,5593939363703,12796184692,18
Student 11874,student11874@example.com,5592946218114,42084155509,24
Student 11875,student11875@example.com,5526923372954,65391652855,19
Student 11876,student11876@example.com,5525927583784,74368202813,18
Student 11877,student11877@example.com,5568996040977,80649045360,26
Student 11878,student11878@example.com,5548922613111,83603100174,23
Student 11879,student11879@example.com,5523969453261,19237196296,26
Student 11880,student11880@example.com,5590912405105,15721842482,23
Student 11881,student11881@example.com,5532991674394,68234766481,24
Student 11882,student11882@example.com,5514936619590,99097891400,26
Student 11883,student11883@example.com,5574924354128,10319372855,20
Student 11884,student11884@example.com,5549938746904,26823578491,29
Student 11885,student11885@example.com,5527924372896,63678851029,25
Student 11886,student11886@example.com,5569933513814,35562689065,27
Student 11887,student11887@example.com,5594965696153,69613573348,29
Student 11888,student11888@example.com,5524961928286,57087960652,29
Student 11889,student11889@example.com,5538958734381,82335380273,22
Student 11890,student11890@example.com,5590991071633,43807433732,21
Student 11891,student11891@example.com,5576989772768,49287685231,28
Student 11892,student11892@example.com,5572916673543,04533760880,21
Student 11893,student11893@example.com,5575937479848,30348531060,28
Student 11894,student11894@example.com,5527986023363,38532252095,23
Student 11895,student11895@example.com,5565988521537,71857527283,20
Student 11896,student11896@example.com,5527954752688,60817499326,22
Student 11897,student11897@example.com,5597945925153,66013511721,19
Student 11898,student11898@example.com,5538932370479,83544536340,20
Student 11899,student11899@example.com,5527914275099,38641130403,22
Student 11900,student11900@example.com,5539940521721,53319226860,19
Student 11901,student11901@example.com,5545957104140,88048364905,22
Student 11902,student11902@example.com,5585996929417,85978777403,24
Student 11903,student11903@example.com,5525954515499,12117024130,28
Student 11904,student11904@example.com,5526914874045,25490046201,30
Student 11905,student11905@example.com,5536913350260,27882815799,19
Student 11906,student11906@example.com,5592944340005,21749914034,26
Student 11907,student11907@example.com,5542997461306,94657691260,18
Student 11908,student11908@example.com,5571993446893,90675572002,18
Student 11909,student11909@example.com,5542927757929,72398719677,28
Student 11910,student11910@example.com,5571951806856,27948836314,26
Student 11911,student11911@example.com,5587918277675,67290775147,18
Student 11912,student11912@example.com,5591911618909,11348291168,21
Student 11913,student11913@example.com,5550925261571,32986800360,23
Student 11914,student11914@example.com,5545970754517,58131282120,20
Student 11915,student11915@example.com,5515966637278,76941889284,22
Student 11916,student11916@example.com,5551975813958,56751238908,24
Student 11917,student11917@example.com,5532917729665,96446594810,24
Student 11918,student11918@example.com,5531982669556,83910410855,22
Student 11919,student11919@example.com,5599969603435,69101823833,29
Student 11920,student11920@example.com,5557964225248,92976798460,27
Student 11921,student11921@example.com,5553934788605,03637145707,19
Student 11922,student11922@example.com,5519925960486,86210893511,19
Student 11923,student11923@example.com,5536931340370,56651177222,24
Student 11924,student11924@example.com,5583979381596,61333219113,28
Student 11925,student11925@example.com,5585938535393,35804464604,21
Student 11926,student11926@example.com,5538923170987,77996583803,25
Student 11927,student11927@example.com,5585928527260,41947976125,19
Student 11928,student11928@example.com,5555973509857,39272850304,19
Student 11929,student11929@example.com,5549953905125,43542932345,28
Student 11930,student11930@example.com,5581970244260,51927350760,28
Student 11931,student11931@example.com,5521942409285,33707999289,21
Student 11932,student11932@example.com,5528954937001,36283490441,27
Student 11933,student11933@example.com,5528957840815,87793326849,24
Student 11934,student11934@example.com,5549927601307,08430629246,25
Student 11935,student11935@example.com,5543961283914,00649091744,30
Student 11936,student11936@example.com,5590954025522,14238599012,22
Student 11937,student11937@example.com,5519961777987,85856596960,22
Student 11938,student11938@example.com,5575973669399,19511127411,24
Student 11939,student11939@example.com,5533932030765,83544950278,21
Student 11940,student11940@example.com,5518942084731,65087655319,30
Student 11941,student11941@example.com,5530922799825,86585110226,23
Student 11942,student11942@example.com,5542944445122,54857997959,22
Student 11943,student11943@example.com,5512935627201,85506712669,27
Student 11944,student11944@example.com,5543963044451,51906156182,28
Student 11945,student11945@example.com,5582946408925,45325140450,28
Student 11946,student11946@example.com,5565992910058,40004567170,20
Student 11947,student11947@example.com,5592929747292,74801233457,23
Student 11948,student11948@example.com,5591919857910,11566214106,26
Student 11949,student11949@example.com,5545970620152,82307634533,21
Student 11950,student11950@example.com,5511933781735,66412995110,23
Student 11951,student11951@example.com,5578953428484,08647697090,23
Student 11952,student11952@example.com,5544999147989,04097590235,27
Student 11953,student11953@example.com,5523924641261,34938903113,29
Student 11954,student11954@example.com,5575934567042,76348818306,19
Student 11955,student11955@example.com,5554994854348,65286186408,18
Student 11956,student11956@example.com,5556974658286,43156797553,28
Student 11957,student11957@example.com,5592986579157,11078387389,19
Student 11958,student11958@example.com,5584910631452,29012844932,19
Student 11959,student11959@example.com,5584934178013,86508177508,27
Student 11960,student11960@example.com,5563960467807,97293302126,30
Student 11961,student11961@example.com,5596941927645,67348271359,26
Student 11962,student11962@example.com,5536918768530,29647734166,23
Student 11963,student11963@example.com,5557936808590,55053731519,27
Student 11964,student11964@example.com,5585931895060,88028692788,27
Student 11965,student11965@example.com,5532955688826,21785031368,21
Student 11966,student11966@example.com,5527985214368,17232877846,24
Student 11967,student11967@example.com,5534922339392,37862149211,30
Student 11968,student11968@example.com,5596940611056,27062482706,26
Student 11969,student11969@example.com,5576943146799,74640188340,25
Student 11970,student11970@example.com,5527973160090,08310715919,25
Student 11971,student11971@example.com,5564956471245,04948208965,22
Student 11972,student11972@example.com,5591919518718,24502124931,27
Student 11973,student11973@example.com,5592996292720,31994505397,27
Student 11974,student11974@example.com,5572967036597,30011603305,20
Student 11975,student11975@example.com,5517935049944,99027317402,29
Student 11976,student11976@example.com,5543913337572,00001291190,21
Student 11977,student11977@example.com,5520952591986,21622675940,24
Student 11978,student11978@example.com,5548980457153,26870853088,20
Student 11979,student11979@example.com,5538953469241,80789236273,28
Student 11980,student11980@example.com,5592972018778,62607611393,21
Student 11981,student11981@example.com,5565956773271,00848738845,18
Student 11982,student11982@example.com,5540974456124,49369945296,26
Student 11983,student11983@example.com,5550978796213,19809870256,29
Student 11984,student11984@example.com,5532998662059,86266255880,18
Student 11985,student11985@example.com,5515977273044,16383697390,18
Student 11986,student11986@example.com,5528992495990,23043613821,22
Student 11987,student11987@example.com,5568977229822,38995599243,25
Student 11988,student11988@example.com,5571954320946,13697909886,18
Student 11989,student11989@example.com,5543987352064,02726096840,24
Student 11990,student11990@example.com,5543989634503,60681373849,29
Student 11991,student11991@example.com,5529990199913,20746466404,25
Student 11992,student11992@example.com,5565922147257,71233511009,22
Student 11993,student11993@example.com,5572933214778,02150946890,28
Student 11994,student11994@example.com,5530953785153,35205438266,29
Student 11995,student11995@example.com,5531989381746,53961460795,23
Student 11996,student11996@example.com,5586985215901,92941685146,21
Student 11997,student11997@example.com,5523931902954,51787018440,18
Student 11998,student11998@example.com,5551911115270,70901828785,30
Student 11999,student11999@example.com,5522979830236,33319468502,26
Student 12000,student12000@example.com,5518979193876,54201592367,19
Student 12001,student12001@example.com,5523951397465,54934532749,23
Student 12002,student12002@example.com,5569964569117,98742724228,22
Student 12003,student12003@example.com,5539928583846,84045367594,27
Student 12004,student12004@example.com,5538938056728,51250609844,20
Student 12005,student12005@example.com,5566921166308,38960107948,29
Student 12006,student12006@example.com,5527952546415,72196789160,21
Student 12007,student12007@example.com,5517937595812,48915314522,20
Student 12008,student12008@example.com,5558923764101,13016833883,26
Student 12009,student12009@example.com,5537966423184,32875123076,29
Student 12010,student12010@example.com,5577911197293,10476165806,18
Student 12011,student12011@example.com,5581945322174,73634414138,27
Student 12012,student12012@example.com,5589927473710,04848766435,20
Student 12013,student12013@example.com,5573962867528,66817955793,18
Student 12014,student12014@example.com,5589989139720,80103242562,28
Student 12015,student12015@example.com,5538951791880,87565431826,22
Student 12016,student12016@example.com,5536911566447,51970841036,26
Student 12017,student12017@example.com,5540952224398,53377362304,25
Student 12018,student12018@example.com,5582967780359,62740663226,18
Student 12019,student12019@example.com,5535985329810,99614877707,19
Student 12020,student12020@example.com,5584923300961,43693258031,20
Student 12021,student12021@example.com,5575975976161,11135286809,26
Student 12022,student12022@example.com,5558946989769,97791872005,22
Student 12023,student12023@example.com,5547965890529,55946313134,19
Student 12024,student12024@example.com,5566965635947,96859691247,29
Student 12025,student12025@example.com,5593988674138,95487033277,19
Student 12026,student12026@example.com,5561959545306,60311209505,25
Student 12027,student12027@example.com,5520921844519,59120069219,20
Student 12028,student12028@example.com,5545933956853,35112515406,26
Student 12029,student12029@example.com,5573948547437,27085746203,29
Student 12030,student12030@example.com,5556917882812,27776431052,27
Student 12031,student12031@example.com,5559984243210,54511034885,18
Student 12032,student12032@example.com,5569936155897,68190648101,20
Student 12033,student12033@example.com,5546965949757,11360828320,29
Student 12034,student12034@example.com,5561976112748,26200750173,29
Student 12035,student12035@example.com,5520987448921,06921843335,24
Student 12036,student12036@example.com,5590924260538,06354456461,21
Student 12037,student12037@example.com,5539930517025,05127664364,23
Student 12038,student12038@example.com,5556984850574,05537390850,27
Student 12039,student12039@example.com,5515931709485,38264095909,22
Student 12040,student12040@example.com,5546977466431,07312763294,24
Student 12041,student12041@example.com,5585914378947,41668601516,18
Student 12042,student12042@example.com,5579968272884,51827738030,28
Student 12043,student12043@example.com,5574923212772,27288493156,24
Student 12044,student12044@example.com,5584925261964,67655293066,20
Student 12045,student12045@example.com,5599911099396,54695015749,21
Student 12046,student12046@example.com,5583986549773,44661040694,26
Student 12047,student12047@example.com,5541949078305,45341285760,27
Student 12048,student12048@example.com,5590924296324,09266190802,23
Student 12049,student12049@example.com,5585921403689,30840188633,25
Student 12050,student12050@example.com,5516930799525,37130479523,19
Student 12051,student12051@example.com,5558967807856,99562788237,21
Student 12052,student12052@example.com,5589980937152,22507873957,29
Student 12053,student12053@example.com,5586925897174,86721954001,24
Student 12054,student12054@example.com,5533968176280,36913267576,23
Student 12055,student12055@example.com,5565983715889,10855480742,22
Student 12056,student12056@example.com,5551962336380,93404638549,27
Student 12057,student12057@example.com,5524975181555,65924952860,21
Student 12058,student12058@example.com,5559952484046,87471426420,18
Student 12059,student12059@example.com,5583956098238,44774528617,18
Student 12060,student12060@example.com,5538947108239,74606202629,22
Student 12061,student12061@example.com,5596949984030,89101643010,30
Student 12062,student12062@example.com,5596947877848,58532675824,27
Student 12063,student12063@example.com,5534928293625,24749253251,21
Student 12064,student12064@example.com,5539952974765,00496578014,29
Student 12065,student12065@example.com,5595942797846,25053043787,26
Student 12066,student12066@example.com,5588976856455,66409397623,24
Student 12067,student12067@example.com,5512995474204,47403090098,23
Student 12068,student12068@example.com,5539944335808,58606269832,29
Student 12069,student12069@example.com,5548985922350,85020769061,24
Student 12070,student12070@example.com,5557916336181,55208474603,20
Student 12071,student12071@example.com,5546959389154,17434646810,22
Student 12072,student12072@example.com,5515992432989,33363642806,30
Student 12073,student12073@example.com,5538955611010,28029481489,20
Student 12074,student12074@example.com,5555958214894,42434180043,28
Student 12075,student12075@example.com,5567958002364,99785220508,28
Student 12076,student12076@example.com,5545919481669,24038351459,21
Student 12077,student12077@example.com,5544982073913,52418616886,26
Student 12078,student12078@example.com,5584939267602,61538261804,25
Student 12079,student12079@example.com,5529932325856,24180173204,28
Student 12080,student12080@example.com,5578931460150,47706574717,27
Student 12081,student12081@example.com,5531940053053,76305737746,29
Student 12082,student12082@example.com,5543924359960,11271206382,24
Student 12083,student12083@example.com,5578961702904,29168462204,22
Student 12084,student12084@example.com,5521935360045,78366759806,22
Student 12085,student12085@example.com,5564956700829,27692705160,30
Student 12086,student12086@example.com,5580963929714,49709193643,18
Student 12087,student12087@example.com,5578998706518,10959034978,25
Student 12088,student12088@example.com,5513947201648,09544600060,28
Student 12089,student12089@example.com,5576953973457,70911689176,28
Student 12090,student12090@example.com,5566933613668,49445713990,29
Student 12091,student12091@example.com,5580960322248,19837841419,19
Student 12092,student12092@example.com,5588917971715,86376094902,25
Student 12093,student12093@example.com,5570911848401,71958339768,18
Student 12094,student12094@example.com,5577981197802,69545335300,20
Student 12095,student12095@example.com,5582912220660,73815869404,28
Student 12096,student12096@example.com,5514962083493,10696161761,28
Student 12097,student12097@example.com,5549989612606,31166470890,24
Student 12098,student12098@example.com,5595929454807,39901956030,22
Student 12099,student12099@example.com,5568996459327,11542711703,29
Student 12100,student12100@example.com,5532997402050,04303024953,19
Student 12101,student12101@example.com,5514973172808,78284592622,30
Student 12102,student12102@example.com,5576979498391,96087019103,20
Student 12103,student12103@example.com,5565972036896,32623721378,19
Student 12104,student12104@example.com,5528935574303,37102374755,19
Student 12105,student12105@example.com,5559911351893,93509836219,18
Student 12106,student12106@example.com,5554937591635,92759333400,25
Student 12107,student12107@example.com,5518944997938,13319020102,28
Student 12108,student12108@example.com,5573934645714,14972933836,26
Student 12109,student12109@example.com,5542942533333,94802705280,30
Student 12110,student12110@example.com,5570930850908,88530419600,19
Student 12111,student12111@example.com,5561924585564,79351223779,27
Student 12112,student12112@example.com,5598938469025,18532956980,20
Student 12113,student12113@example.com,5576959434164,81572890924,19
Student 12114,student12114@example.com,5520996057346,20609369504,21
Student 12115,student12115@example.com,5579942066850,08912079298,29
Student 12116,student12116@example.com,5538920412822,00817148663,27
Student 12117,student12117@example.com,5599984527488,52784567796,24
Student 12118,student12118@example.com,5578931834672,45051911170,30
Student 12119,student12119@example.com,5578990350615,91742997864,28
Student 12120,student12120@example.com,5546937675713,55795770442,30
Student 12121,student12121@example.com,5530953711083,70799714038,21
Student 12122,student12122@example.com,5554990194967,34492020900,25
Student 12123,student12123@example.com,5569955738764,27314554897,27
Student 12124,student12124@example.com,5592969771998,97092842824,21
Student 12125,student12125@example.com,5570996619461,21008721840,18
Student 12126,student12126@example.com,5565995790981,79925445019,29
Student 12127,student12127@example.com,5583958362551,62459796170,25
Student 12128,student12128@example.com,5541918181463,39089873007,21
Student 12129,student12129@example.com,5516997213803,93889919901,23
Student 12130,student12130@example.com,5581979020057,53333401533,27
Student 12131,student12131@example.com,5586998127442,15129667700,30
Student 12132,student12132@example.com,5545965229822,63034290500,29
Student 12133,student12133@example.com,5596976567078,74216925170,26
Student 12134,student12134@example.com,5554947389300,94618339462,28
Student 12135,student12135@example.com,5518988660111,43400265730,21
Student 12136,student12136@example.com,5553929438599,67880133496,20
Student 12137,student12137@example.com,5511974909361,23777691445,24
Student 12138,student12138@example.com,5585960563344,51942534515,28
Student 12139,student12139@example.com,5543977017560,41621557804,25
Student 12140,student12140@example.com,5560938907617,35647688152,22
Student 12141,student12141@example.com,5590997320305,43260064710,23
Student 12142,student12142@example.com,5561974496730,05171165882,22
Student 12143,student12143@example.com,5587953799422,41591176000,20
Student 12144,student12144@example.com,5596964394972,67794276756,22
Student 12145,student12145@example.com,5573963124648,47548247257,27
Student 12146,student12146@example.com,5512913242028,63859262572,20
Student 12147,student12147@example.com,5542966684298,31674105746,30
Student 12148,student12148@example.com,5550932512060,30293680680,23
Student 12149,student12149@example.com,5529983143956,15562371111,19
Student 12150,student12150@example.com,5582996253857,02883842108,18
Student 12151,student12151@example.com,5581994455095,86948695000,22
Student 12152,student12152@example.com,5525947658286,58151648600,30
Student 12153,student12153@example.com,5592981558261,34681157503,21
Student 12154,student12154@example.com,5587992047328,56638208098,30
Student 12155,student12155@example.com,5516995704148,07281242549,26
Student 12156,student12156@example.com,5573998194260,13539162860,24
Student 12157,student12157@example.com,5539919944374,91579928510,20
Student 12158,student12158@example.com,5593949630914,23661426761,30
Student 12159,student12159@example.com,5589991312215,97014854402,22
Student 12160,student12160@example.com,5537948832587,96992707566,24
Student 12161,student12161@example.com,5555995408989,86937060394,20
Student 12162,student12162@example.com,5594929621294,72604681650,25
Student 12163,student12163@example.com,5533947277780,61853447269,29
Student 12164,student12164@example.com,5532911867844,97043730317,20
Student 12165,student12165@example.com,5538974908593,86235735448,24
Student 12166,student12166@example.com,5563933685595,55991213801,26
Student 12167,student12167@example.com,5548964734284,56413151331,19
Student 12168,student12168@example.com,5575919456358,14698606608,29
Student 12169,student12169@example.com,5565931955792,52824479329,21
Student 12170,student12170@example.com,5590930204520,13048469974,22
Student 12171,student12171@example.com,5515933143673,35770184299,27
Student 12172,student12172@example.com,5566997734507,76864097838,18
Student 12173,student12173@example.com,5580938371175,12978344709,20
Student 12174,student12174@example.com,5533972434742,76375209609,24
Student 12175,student12175@example.com,5592946755854,86162096386,19
Student 12176,student12176@example.com,5517925991194,09112494860,23
Student 12177,student12177@example.com,5536987664419,13745697987,26
Student 12178,student12178@example.com,5525910855256,40750622601,27
Student 12179,student12179@example.com,5540923447976,03712058918,27
Student 12180,student12180@example.com,5513968053071,07434649666,18
Student 12181,student12181@example.com,5554971220420,17542562010,19
Student 12182,student12182@example.com,5585925364369,95151415085,27
Student 12183,student12183@example.com,5595947900858,31028842295,18
Student 12184,student12184@example.com,5561998029897,76382189570,20
Student 12185,student12185@example.com,5560939499973,96590926360,27
Student 12186,student12186@example.com,5560917770632,74241116124,29
Student 12187,student12187@example.com,5584964461400,48028319190,30
Student 12188,student12188@example.com,5550953654674,01902663926,21
Student 12189,student12189@example.com,5511960318703,21541357060,24
Student 12190,student12190@example.com,5530989975585,56364687768,22
Student 12191,student12191@example.com,5558946114756,41428549331,24
Student 12192,student12192@example.com,5527964559487,78538033549,19
Student 12193,student12193@example.com,5543912329280,98314830224,26
Student 12194,student12194@example.com,5567979156116,36745986205,22
Student 12195,student12195@example.com,5582920342900,13511465729,26
Student 12196,student12196@example.com,5577992957106,55867889505,30
Student 12197,student12197@example.com,5591997751917,07897942171,18
Student 12198,student12198@example.com,5573994970683,75589583004,20
Student 12199,student12199@example.com,5586939267956,12110752149,29
Student 12200,student12200@example.com,5557966022874,36775745796,27
Student 12201,student12201@example.com,5511999714715,33930696401,18
Student 12202,student12202@example.com,5548954856348,51371770832,23
Student 12203,student12203@example.com,5559995266674,83739620340,29
Student 12204,student12204@example.com,5558916375458,44940296377,28
Student 12205,student12205@example.com,5581981958462,06363783224,24
Student 12206,student12206@example.com,5535996465014,27398343221,19
Student 12207,student12207@example.com,5571960431409,33759810071,24
Student 12208,student12208@example.com,5537970189799,81045308790,18
Student 12209,student12209@example.com,5524918100750,74702647873,18
Student 12210,student12210@example.com,5539915076455,97800548635,27
Student 12211,student12211@example.com,5573970079808,13054733106,22
Student 12212,student12212@example.com,5557949421322,96130995229,24
Student 12213,student12213@example.com,5515938481235,53078990508,27
Student 12214,student12214@example.com,5513958513571,77211263806,29
Student 12215,student12215@example.com,5564944590282,52629713857,21
Student 12216,student12216@example.com,5587983618705,50257773304,21
Student 12217,student12217@example.com,5541944675886,54960971002,24
Student 12218,student12218@example.com,5559936314323,28773035513,19
Student 12219,student12219@example.com,5595992518809,62916713522,27
Student 12220,student12220@example.com,5538955572722,05494893987,23
Student 12221,student12221@example.com,5526950767669,36875415410,26
Student 12222,student12222@example.com,5515926910204,31147411000,30
Student 12223,student12223@example.com,5567943109677,45888282820,25
Student 12224,student12224@example.com,5595919164487,46019391604,22
Student 12225,student12225@example.com,5567953357617,40436036657,27
Student 12226,student12226@example.com,5546986835811,64691723340,27
Student 12227,student12227@example.com,5562965864787,09598663612,18
Student 12228,student12228@example.com,5538976641177,40878245197,21
Student 12229,student12229@example.com,5565974518633,23966556715,23
Student 12230,student12230@example.com,5540933076006,52612652310,22
Student 12231,student12231@example.com,5523971955818,94123791450,26
Student 12232,student12232@example.com,5579992796125,06694252307,27
Student 12233,student12233@example.com,5517980619823,00416522238,19
Student 12234,student12234@example.com,5543959478623,79185259900,25
Student 12235,student12235@example.com,5538960778954,85304194136,24
Student 12236,student12236@example.com,5574917981166,62107563608,26
Student 12237,student12237@example.com,5545974944485,73254477367,19
Student 12238,student12238@example.com,5591974536918,75433929418,18
Student 12239,student12239@example.com,5533927450875,41626037663,26
Student 12240,student12240@example.com,5539994115560,99200194370,18
Student 12241,student12241@example.com,5576931483107,82112078690,23
Student 12242,student12242@example.com,5545967059210,24137678278,24
Student 12243,student12243@example.com,5582941559170,16395962914,22
Student 12244,student12244@example.com,5565947287507,79309881631,18
Student 12245,student12245@example.com,5589994183393,23467822541,28
Student 12246,student12246@example.com,5513936778214,90751887145,29
Student 12247,student12247@example.com,5594954311125,93245889585,30
Student 12248,student12248@example.com,5590956791788,36947840805,28
Student 12249,student12249@example.com,5525933928666,93375192240,25
Student 12250,student12250@example.com,5551963495372,47093046967,30
Student 12251,student12251@example.com,5543954165010,19186476319,19
Student 12252,student12252@example.com,5562976035760,03679332335,18
Student 12253,student12253@example.com,5565987512644,73065255650,18
Student 12254,student12254@example.com,5566979344703,18299395569,30
Student 12255,student12255@example.com,5544934476473,73319916203,26
Student 12256,student12256@example.com,5568984793534,84029372090,27
Student 12257,student12257@example.com,5594960857359,86174921557,18
Student 12258,student12258@example.com,5573919415765,61116778459,25
Student 12259,student12259@example.com,5527932533692,43761604408,19
Student 12260,student12260@example.com,5551910150527,74974979523,24
Student 12261,student12261@example.com,5545950529459,19017578467,18
Student 12262,student12262@example.com,5561941683506,81725118335,25
Student 12263,student12263@example.com,5590982181019,48689007300,18
Student 12264,student12264@example.com,5590925965574,93932592913,30
Student 12265,student12265@example.com,5589996435616,53082529631,25
Student 12266,student12266@example.com,5574979125652,67853394560,20
Student 12267,student12267@example.com,5535955815103,19649381554,19
Student 12268,student12268@example.com,5570958142139,17972123381,23
Student 12269,student12269@example.com,5539968508734,18309867409,28
